_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
444,168311422,17235715,6,2017-12-07T11:00:00,"200 Block Jucunda St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3001,3,4,-79.9910489218477,40.4171825927844
445,168319523,17235593,21,2017-12-07T08:36:00,"2600 Block S 18th St Pittsburgh, PA 15210",Y,South Side Slopes,3,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked.,1706,3,4,-79.9853171763824,40.4211035960711
446,168321556,17235707,5,2017-12-07T12:10:00,"700 Block Montclair St Pittsburgh, PA 15217",Y,Greenfield,4,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1517,5,3,-79.9331385912681,40.420419003328
447,168322530,17234969,0,2017-12-05T08:35:00,"E Carson St & S 28th St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,3,4,-79.9657408013823,40.426238868104
448,168328108,17235763,0,2017-12-07T13:25:00,"Liberty Ave & Market St Pittsburgh, PA 15222",Y,Central Business District,2,99,601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,201,6,6,-80.0017943960784,40.4419237797842
449,168333434,17235791,6,2017-12-07T14:40:00,"100 Block S Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1115,9,2,-79.9249671353981,40.4609490829376
450,168335486,17235783,6,2017-12-07T14:05:00,"1100 Block Highwood St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,2715,1,1,-80.0252563329987,40.468392049675
451,168338555,17235831,6,2017-12-05T12:00:00,"1700 Block Riverside St Pittsburgh, PA 15219",N,South Shore,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1921,2,5,-80.0251921378569,40.4434170711819
452,168343958,17235895,0,2017-12-07T17:00:00,"100 Block 45TH St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): ,901,7,2,-79.9620158459553,40.4740178316623
453,168345027,17235932,6,2017-12-05T16:00:00,"300 Block Suncrest St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3001,3,4,-79.9932226241463,40.4105521767613
491,168076627,17233798,99,2017-12-04T17:17:00,"300 Block Rothman St Pittsburgh, PA 15210",N,Arlington,3,FOUND PROPERTY,9489 Found Property,1603,3,4,-79.9729597037465,40.4148844691132
454,168345379,17235829,9,2017-12-07T09:00:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,FORGERY,4101 Forgery. / 13(a)(16) Possession of Controlled Substance,1413,5,3,-79.9230542878896,40.4380214752913
455,167220086,17223173,4,2017-11-18T01:03:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1702,3,4,-79.9833067062384,40.4286848326994
456,167221515,17223199,22,2017-11-18T02:02:00,"3300 Block Parkview Ave Pittsburgh, PA 15213",Y,South Oakland,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",409,3,3,-79.9525631999337,40.4317177144753
457,167224075,17223075,27,2017-11-17T21:22:00,"N Beatty St & East Liberty Blvd Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1113,9,2,-79.9242173750868,40.4663658106003
458,167224813,17223297,9,2017-11-18T06:17:00,"4900 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,FORGERY,4101 Forgery.,804,7,2,-79.9465187330764,40.4543077827687
459,167226488,17223314,6,2017-11-18T08:10:00,"30 Block De Foe St Pittsburgh, PA 15214",N,Perry North,1,THEFT FROM AUTO,3934 Theft from Vehicle,2602,1,1,-80.0172368324777,40.4877472811921
460,167234784,17223423,27,2017-11-18T12:09:00,"Liberty Ave & 12th St Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,7,6,-79.9918210802788,40.4452170964517
461,167238041,17223516,5,2017-11-18T16:19:00,"1400 Block Geyer Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,BURGLARY,3502 Burglary.,2715,1,1,-80.0336444092301,40.4736833787898
462,167241398,17233647,0,2017-11-18T20:05:00,"Birmingham Brg Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,,,0.0,0.0
463,167243308,17223719,18,2017-11-18T21:43:00,"Belleau St & Letsche St Pittsburgh, PA 15214",Y,Fineview,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,2509,6,1,-80.0080889429769,40.462047764655
464,168389360,17236180,23,2017-12-08T02:30:00,"E Carson St & S 15th St Pittsburgh, PA 15203",N,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct.,1702,3,4,-79.9834249315897,40.4288151761983
492,168077059,17233840,99,2017-12-04T19:00:00,"S 21st St & Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1609,3,4,-79.9760314749687,40.4302999024917
465,168391935,17236605,27,2017-12-08T15:00:00,"Shiloh St & Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.0073371689948,40.4294659837677
466,168394379,17236645,0,2017-12-08T17:50:00,"4100 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,99,2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours,2602,1,1,-80.0216209443448,40.4929661571433
467,168397058,17236679,6,2017-12-08T18:30:00,"2500 Block Mission St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle,1608,3,4,-79.9720626197076,40.4228184263352
468,168398615,17236703,27,2017-12-08T14:00:00,"20th St & Smallman St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9847039410015,40.4517281086938
469,168399612,17236714,29,2017-12-07T19:30:00,"300 Block S Negley Ave Pittsburgh, PA 15206",N,Friendship,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,807,7,2,-79.9327666527563,40.4606234021618
470,168400664,17236570,6,2017-12-08T00:01:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",509,6,3,-79.9745972537861,40.4499203309791
471,168400739,17236670,6,2017-12-06T00:01:00,"200 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,507,8,3,-79.9497375368017,40.450178046578
472,168402344,17236707,99,2017-12-08T23:00:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,DRUG INVESTIGATION,9124 Drug Investigation,2019,7,2,-79.9579443641231,40.4673750344012
473,168403719,17236844,29,2017-12-08T23:55:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,1,1,-80.0087388960023,40.4520422126639
474,168403785,17236854,10,2017-12-09T00:11:00,"2300 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,SIMPLE ASSAULT,2701 Simple Assault.,501,6,3,-79.9737130654986,40.4450776350026
475,168405400,17236930,24,2017-12-09T02:11:00,"300 Block Pearl St Pittsburgh, PA 15224",Y,Bloomfield,5,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 308 Intoxication or Drugged Condition,802,7,2,-79.9499507216209,40.4620997209116
476,166865819,17219370,0,2017-11-12T15:30:00,"200 Block N Negley Ave Pittsburgh, PA 15206",N,East Liberty,5,99,3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),1115,9,2,-79.9301223565353,40.4645638945659
477,166869802,17219599,6,2017-11-13T01:28:00,"400 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.9994660851086,40.4387217565095
478,166876140,17219685,6,2017-11-13T06:30:00,"Garwood Way & Rosecrans Way Pittsburgh, PA 15201",Y,Central Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle,902,7,2,-79.9555160123743,40.4678220057925
479,-2992001372,17220008,6,2017-11-13T16:15:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.9979365205526,40.4428881131908
480,-2848056917,17220165,99,2017-11-13T20:25:00,"2400 Block California Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,ACCIDENTAL FIRE,9018 Accidental Fire,2704,1,1,-80.0321564242497,40.4637557449818
481,166923288,17220267,0,2017-11-14T00:54:00,"4000 Block Willow St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9998 Overdose Other,901,7,2,-79.9649081004384,40.4708246158028
482,166923396,17220247,6,2017-11-13T18:40:00,"100 Block 6th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-80.0026301342114,40.4439902330403
483,168007809,17233138,27,2017-12-03T15:40:00,"300 Block Madeline St Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2902,4,4,-79.9801918974621,40.3949698673023
484,168008778,17233098,10,2017-12-03T14:41:00,"1100 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill North,4,HARRASSMENT,2709(a) Harassment.,1402,8,3,-79.929671457659,40.447501133665
485,168011656,17233256,6,2017-12-03T19:28:00,"5500 Block Columbo St Pittsburgh, PA 15206",N,Garfield,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1114,9,2,-79.9315672884622,40.4685806242026
486,168011762,17233140,0,2017-12-03T16:20:00,"100 Block Wabash St Pittsburgh, PA 15220",N,West End,6,99,9999 9999 - (Misc. Incident): Collision Investigations,2019,2,5,-80.0346142635756,40.4382195224691
487,168012607,17233158,18,2017-12-03T16:30:00,"Perry St & Wylie Ave Pittsburgh, PA 15219",Y,Middle Hill,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,501,6,3,-79.9773252412922,40.4457074485682
488,168031902,17233499,26,2017-12-04T08:00:00,"100 Block Fairview Ave Pittsburgh, PA 15220",N,Elliott,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,2020,2,5,-80.0374777547336,40.4434755300023
489,168048596,17233585,5,2017-12-01T11:00:00,"300 Block Werder St Pittsburgh, PA 15220",N,Elliott,6,BURGLARY,3502 Burglary.,2020,2,5,-80.0406859205399,40.4492182746353
493,167214186,17222853,0,2017-11-17T15:47:00,"800 Block East Ohio St Pittsburgh, PA 15212",Y,Allegheny Center,1,99,3503(b.1) Criminal Trespass - Simple Trespasser,2204,1,1,-79.996707609094,40.4544106921068
494,167215106,17223111,0,2017-11-17T22:20:00,"400 Block Ruxton St Pittsburgh, PA 15211",N,Mount Washington,3,99,"9999 9999 - (Misc. Incident): Welfare Check, Cleared Residence",1807,3,4,-80.0010257748766,40.4248901240022
495,167215622,17223081,18,2017-11-17T20:55:00,"Frankstown Ave & Lincoln Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 1309 Renewal of Registration.,1201,9,2,-79.9137904901919,40.4604259311843
496,167222629,17223258,23,2017-11-18T03:50:00,"50 Block Uxor Way Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,1702,3,4,-79.9847475379431,40.4262532328949
497,167226164,17223320,11,2017-11-18T08:20:00,"200 Block Summit Park Dr Pittsburgh, PA 15275",N,Outside State,2,CREDIT CARDS,4106 Access Device Fraud,7799,,,-80.1925897901625,40.455934478165
498,167233135,17222762,0,2017-11-17T13:19:00,"900 Block Washington Blvd Pittsburgh, PA 15206",N,Homewood West,5,99,9999 9999 - (Misc. Incident): ,1207,9,2,-79.9071906116461,40.4600112315306
499,167233550,17223350,6,2017-11-18T09:42:00,"400 Block Overbrook Blvd Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,2904,4,4,-79.9899504652391,40.3867409156258
500,167235756,17223453,6,2017-11-18T13:10:00,"3800 Block Bigelow Blvd Pittsburgh, PA 15213",N,North Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,507,6,3,-79.9551109763865,40.4568762378331
501,168382985,17236046,4,2017-12-07T21:10:00,"6200 Block Auburn St Pittsburgh, PA 15206",Y,Larimer,5,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3736 Reckless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3733 Fleeing or Attempting to Elude Police Officer / 901 Criminal Attempt / 3323 Stop Signs and Yield Signs.,1208,9,2,-79.9166504150041,40.466347107869
502,-2420015795,17236663,5,2017-12-08T18:27:00,"200 Block Bausman St Pittsburgh, PA 15210",N,Knoxville,3,BURGLARY,3502 Burglary.,3001,3,4,-79.9905576347797,40.4143094755349
503,168401632,17236771,99,2017-12-08T08:00:00,"700 Block Loretta St Pittsburgh, PA 15217",N,Greenfield,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1517,5,3,-79.933340627864,40.4210113096428
504,168402672,17234012,0,2017-12-04T23:31:00,"Penn Ave & S Braddock Ave Pittsburgh, PA 15221",N,Point Breeze,4,99,8106 Shots Fired,1406,9,3,-79.8951617018695,40.4471326898069
505,168404383,17236828,6,2017-12-08T23:22:00,"9th St & Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",201,6,6,-79.9983446548882,40.4437428210053
506,168407035,17236955,99,2017-12-09T02:40:00,"2600 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,LIQUOR SALES INVESTIGATION,9127 Liquor Sales Investigation / 601.07(a) Unlicensed Alcohol or Liquor Sale,2615,6,1,-80.0084478057052,40.4711747914996
507,168419496,17236467,14,2017-12-08T13:17:00,"200 Block Flack St Pittsburgh, PA 15210",N,Arlington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1603,3,4,-79.9707118309797,40.4157482316323
508,-3134002300,17237185,14,2017-12-09T12:20:00,"1200 Block Commercial St Pittsburgh, PA 15218",N,Swisshelm Park,4,CRIM MISCHIEF,3304 Criminal Mischief.,1411,5,3,-79.9056798975997,40.4253746419202
509,168420189,17237186,14,2017-12-09T13:20:00,"Greenfield Rd & Overlook Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief.,1413,5,3,-79.9374999276454,40.4327361946345
510,168421360,17237200,5,2017-12-08T19:15:00,"5700 Block Howe St Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary.,706,8,2,-79.9304240975951,40.451151142105
511,168421900,17237124,10,2017-12-09T14:30:00,"3000 Block Terrace St Pittsburgh, PA 15213",N,Terrace Village,2,SIMPLE ASSAULT,2701 Simple Assault.,510,6,3,-79.9685957586337,40.441205361873
512,167211064,17222891,3,2017-11-17T16:50:00,"4000 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,ROBBERY,3701 Robbery.,902,7,2,-79.9616773921585,40.4686930757733
513,167223051,17223255,10,2017-11-18T03:45:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,SIMPLE ASSAULT,2701 Simple Assault.,509,6,3,-79.9738073930334,40.4509342567152
514,167236198,17223462,5,2017-11-18T13:42:00,"300 Block Sebring Ave Pittsburgh, PA 15216",N,Beechview,6,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,1916,4,5,-80.0156010886237,40.4131125629491
515,168349881,17236032,10,2017-12-07T18:35:00,"8700 Block Bricelyn St Pittsburgh, PA 15221",N,East Hills,5,HARRASSMENT,2709(a) Harassment.,1306,9,2,-79.8729684983502,40.459464897511
516,168350353,17211112,6,2017-12-07T20:38:00,"Brownsville Rd & Margaret St Pittsburgh, PA 15210",Y,Bloomfield,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3921 Theft by Unlawful Taking or Disposition.,3001,,,-79.9902090284944,40.4107181634578
517,168350384,17165066,10,2017-12-07T20:48:00,"brownsville Rd & Margaret St Pittsburgh, PA 15210",Y,Knoxville,3,TERRORISTIC THREATS,2706 Terroristic Threats.,3001,,,-79.9902090284944,40.4107181634578
518,168351114,17236026,99,2017-12-07T20:48:00,"Brownsville Rd & Margaret St Pittsburgh, PA 15210",Y,Knoxville,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,3001,,,-79.9902090284944,40.4107181634578
519,168352249,17230046,6,2017-12-07T17:30:00,"Bedford Ave & Chauncey Dr Pittsburgh, PA 15219",Y,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,,,0.0,0.0
520,168357527,17236172,6,2017-12-08T02:10:00,"Eccles St & Sterling St Pittsburgh, PA 15210",Y,South Side Slopes,3,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 9501 Bench Warrant / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",1608,3,4,-79.9743512899478,40.4182462939288
521,168357906,17195749,99,2017-12-08T02:10:00,"2200 Block Arlington Ave Pittsburgh, PA 15210",Y,South Side Flats,3,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,1702,3,4,-79.9758746116386,40.4168370080581
522,168362280,17236244,6,2017-12-08T03:40:00,"100 Block Pius St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1706,3,4,-79.9811428098153,40.4243252726037
523,-2848067266,17236288,99,2017-12-08T08:05:00,"3300 Block Gass Ave Pittsburgh, PA 15212",N,Brighton Heights,1,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2703,1,1,-80.0344568617858,40.4761192716932
524,167243476,17223646,4,2017-11-18T20:04:00,"300 Block N Negley Ave Pittsburgh, PA 15206",N,East Liberty,5,AGG-ASSAULT,2702 Aggravated Assault.,1115,9,2,-79.9290357301974,40.4657579138353
525,167246274,17223801,99,2017-11-19T00:22:00,"900 Block Yetta Ave Pittsburgh, PA 15212",Y,Spring Hill-City View,1,AIDED CASE,9497 Aided Case,2620,1,1,-79.9966526937428,40.4608812708182
526,167263378,17224214,10,2017-11-19T16:30:00,"300 Block Mc Kee Pl Pittsburgh, PA 15213",N,Central Oakland,4,HARRASSMENT,2709(a) Harassment.,405,3,3,-79.9577185747433,40.4383085909453
527,-2761035004,17224577,6,2017-11-20T09:48:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Bloomfield,5,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",804,8,2,-79.949277413781,40.4525512540161
528,-2983003275,17224623,5,2017-11-20T03:50:00,"1900 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,BURGLARY,3502 Burglary.,1702,3,4,-79.9789649915031,40.4284658082227
529,167337691,17222501,24,2017-11-17T02:05:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,4,-79.9833067062384,40.4286848326994
530,168409262,17236927,10,2017-12-09T02:06:00,"26th St & Penn Ave Pittsburgh, PA 15222",N,Strip District,2,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3736 Reckless Driving / 3742 Accidents Involving Death or Personal Injury / 3802(a)(1) DUI - General Impairment / 3542 Right-Of-Way of Pedestrians in Crosswalks.,203,7,6,-79.9784449355766,40.454904421899
531,168414993,17237051,6,2017-12-02T23:00:00,"10 Block Meritt Ave Pittsburgh, PA 15227",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2904,4,4,-79.9780425335904,40.3839258331627
532,168434829,17237456,10,2017-12-09T21:45:00,"2400 Block Hazelton St Pittsburgh, PA 15214",Y,Perry South,1,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,2614,6,1,-80.0064246621655,40.4690371843342
533,168460583,17237840,5,2017-12-10T13:25:00,"900 Block Wymore St Pittsburgh, PA 15220",N,Elliott,6,BURGLARY,3502 Burglary.,2020,2,5,-80.0429306577405,40.4415609508754
534,166924195,17220299,14,2017-11-14T02:13:00,"1300 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5505 Public Drunkenness / 5503 Disorderly Conduct.,1702,3,4,-79.9851751116479,40.428606966018
535,-2965001338,17220439,14,2017-11-14T10:00:00,"400 Block Antenor Ave Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2904,4,4,-79.9893401220058,40.3854671221516
536,166975100,17220554,0,2017-11-14T12:40:00,"400 Block Saline St Pittsburgh, PA 15207",N,Greenfield,4,99,9093 Indirect Criminal Contempt,1516,5,3,-79.9467811820232,40.4274603148302
537,166990737,17220800,3,2017-11-14T18:35:00,"400 Block Mc Manus St Pittsburgh, PA 15210",N,Mount Oliver,3,ROBBERY,3701 Robbery.,1607,,,-79.9811074760487,40.4098457469391
538,167004461,17220326,99,2017-11-14T03:40:00,"100 Block S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1702,3,4,-79.9808328118844,40.4281312777384
539,167017025,17220964,6,2017-11-15T00:57:00,"100 Block 6th St Pittsburgh, PA 15222",Y,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-80.0026301342114,40.4439902330403
540,167027327,17221087,26,2017-11-13T15:00:00,"3400 Block Delaware St Pittsburgh, PA 15214",N,Perry North,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,2607,1,1,-80.0106788658647,40.4822437583929
541,167028451,17221098,6,2017-11-15T08:00:00,"6300 Block Alderson St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1414,5,3,-79.922023429033,40.4281867026883
542,167030486,17221112,27,2017-11-13T12:30:00,"3800 Block Bigelow Blvd Pittsburgh, PA 15213",N,Upper Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,506,6,3,-79.9551109763865,40.4568762378331
543,168099599,17233618,27,2017-12-04T12:34:00,"Wilson Ave & W Burgess St Pittsburgh, PA 15214",N,Perry South,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2614,6,1,-80.0131840562858,40.4663889053096
544,168105805,17234150,14,2017-12-05T01:25:00,"40 Block S 14th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1702,3,4,-79.9842166052863,40.428533253206
545,168106318,17234181,6,2017-12-05T09:15:00,"100 Block S 9th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,3,4,-79.9896924759681,40.4272004528311
546,168111310,17234228,6,2017-12-04T23:59:00,"1000 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1702,3,4,-79.9885137708233,40.4276328786416
547,168120320,17234211,0,2017-12-05T10:33:00,"5600 Block Baum Blvd Pittsburgh, PA 15232",Y,Friendship,5,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,807,7,2,-79.935327377456,40.4577089302116
548,168124027,17234317,26,2017-12-05T13:00:00,"7000 Block Fleury Way Pittsburgh, PA 15208",N,Homewood South,5,CRIMINAL TRESPASS,3503 Criminal Trespass,1303,9,2,-79.9016021064448,40.4570219693305
549,168148035,17231184,99,2017-11-21T11:24:00,"3100 Block Landis St Pittsburgh, PA 15204",N,Sheraden,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2018,2,5,-80.0555969197392,40.4564735946083
550,167237530,17223508,18,2017-11-18T16:02:00,"Lareda St & East St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 3334 Turning Movements and Required Signals.,2620,1,1,-79.9988944925032,40.4624185317888
551,167238293,17223507,99,2017-11-18T15:57:00,"100 Block Kentmoor Dr Pittsburgh, PA 15220",N,Crafton Heights,6,MENTAL 201/302,9498 302 (Mental),2815,2,5,-80.0495859639968,40.4405176017043
552,167239275,17223577,10,2017-11-18T17:40:00,"1800 Block Chessland St Pittsburgh, PA 15205",Y,Westwood,6,SIMPLE ASSAULT,2701 Simple Assault.,2811,2,5,-80.0553168528056,40.4305927929388
553,167240262,17223603,29,2017-11-18T18:26:00,"80 Block Watson Blvd Pittsburgh, PA 15214",N,Perry North,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2607,1,1,-80.0091150509162,40.4797470158422
554,167240431,17223662,6,2017-11-17T23:00:00,"100 Block N Dithridge St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,404,8,3,-79.9505344593826,40.44688015099
555,167244311,17223716,10,2017-11-18T23:00:00,"1000 Block 5th Ave Pittsburgh, PA 15219",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,3,-79.9908363519755,40.4385648058716
556,-2987022487,17223800,27,2017-11-19T00:20:00,"1600 Block Napoleon St Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1916,4,5,-80.029303755998,40.4103983882772
